Shipment_ID,Customer_Name,Origin_City,Origin_State,Destination_City,Destination_State,Pickup_Date,Delivery_Date,Distance_Miles,Freight_Type,Status,Cost_USD,Revenue_USD,Fuel_Gallons,Deadhead_Miles
SHP0360,Jordan PLC,Shreveport,LA,Nashville,TN,7/6/2025,7/9/2025,967,Dry Van,Delayed,1492.55,1820.52,149.51,121
SHP0361,"Jordan, Roberts and Hensley",Tampa,FL,Greensboro,NC,6/22/2025,6/22/2025,1135,Flatbed,Delayed,1480.85,1978.41,162.15,138
SHP0362,Foster-Arroyo,Nashville,TN,Montgomery,AL,6/7/2025,6/7/2025,278,Dry Van,Delayed,340.80,407.38,40.97,30
SHP0363,"Young, Wheeler and Brooks",Mobile,AL,Fayetteville,AR,6/23/2025,6/23/2025,1613,Flatbed,On Time,2177.90,2804.04,279.81,198
SHP0364,Hughes Inc,Fayetteville,AR,Atlanta,GA,5/19/2025,5/19/2025,249,Dry Van,On Time,388.33,447.07,34.47,14
SHP0365,Scott Group,Birmingham,AL,Miami,FL,4/4/2025,4/4/2025,1311,Refrigerated,On Time,2288.86,2824.67,177.95,128
SHP0366,Watson-Le,Fort Smith,AR,Shreveport,LA,5/5/2025,5/5/2025,746,Dry Van,On Time,1274.64,1702.04,112.25,20
SHP0367,"Todd, Adams and Nelson",Jackson,MS,Knoxville,TN,7/19/2025,7/19/2025,1919,Flatbed,On Time,2965.94,4074.73,271.54,56
SHP0368,Green PLC,Miami,FL,Knoxville,TN,7/20/2025,7/20/2025,319,Refrigerated,On Time,470.62,554.77,44.01,13
SHP0369,"Graves, Barnett and Walls",Orlando,FL,Mobile,AL,3/13/2025,3/13/2025,397,Refrigerated,On Time,621.55,820.17,71.92,12
SHP0370,"Davis, Hill and Newman",Baton Rouge,LA,Raleigh,NC,4/20/2025,4/20/2025,1220,Flatbed,On Time,1988.15,2553.77,219.86,63
SHP0371,Glover LLC,Mobile,AL,Fort Smith,AR,6/3/2025,6/3/2025,1972,Flatbed,On Time,2544.54,3010.99,295.37,123
SHP0372,Winters Inc,Savannah,GA,Hattiesburg,MS,6/17/2025,6/19/2025,547,Refrigerated,On Time,938.78,1285.38,76.44,68
SHP0373,Thomas PLC,Baton Rouge,LA,Mobile,AL,5/18/2025,5/18/2025,1183,Flatbed,Delayed,1922.36,2261.43,169.75,103
SHP0374,Nguyen-Smith,Little Rock,AR,Raleigh,NC,7/27/2025,8/2/2025,586,Dry Van,On Time,1034.51,1402.73,81.19,32
SHP0375,Thornton-Elliott,New Orleans,LA,Savannah,GA,7/5/2025,7/5/2025,135,Dry Van,On Time,181.55,208.91,20.63,8
SHP0376,Dodson-Jensen,Hattiesburg,MS,Charleston,SC,4/28/2025,4/28/2025,1603,Dry Van,On Time,2649.67,3255.55,264.99,181
SHP0377,"Smith, Smith and Hughes",Greenville,SC,Shreveport,LA,6/8/2025,6/8/2025,1060,Dry Van,On Time,1509.43,1894.48,173.97,155
SHP0378,Kennedy PLC,Hattiesburg,MS,Raleigh,NC,6/18/2025,6/18/2025,1332,Flatbed,On Time,1694.53,2251.59,178.63,159
SHP0379,Andrews LLC,Orlando,FL,Atlanta,GA,5/8/2025,5/8/2025,1288,Flatbed,On Time,1640.84,2207.70,176.80,147
SHP0380,Wang-Olson,Shreveport,LA,Fort Smith,AR,7/8/2025,7/8/2025,1359,Dry Van,On Time,1809.44,2336.83,198.35,49
SHP0381,Johnson and Sons,Memphis,TN,Shreveport,LA,2/24/2025,2/24/2025,1014,Refrigerated,On Time,1605.92,2015.03,174.02,62
SHP0382,"Jenkins, Harper and Mckinney",Orlando,FL,Hattiesburg,MS,5/1/2025,5/1/2025,1837,Refrigerated,On Time,2302.24,2924.74,326.06,121
SHP0383,Daniel-Lewis,Greenville,SC,New Orleans,LA,7/25/2025,7/25/2025,652,Refrigerated,On Time,1039.60,1357.60,105.38,23
SHP0384,Jones-Wallace,Birmingham,AL,Atlanta,GA,3/31/2025,3/31/2025,143,Refrigerated,On Time,215.62,295.43,25.73,20
SHP0385,Morgan Group,Montgomery,AL,Knoxville,TN,6/19/2025,6/22/2025,623,Flatbed,On Time,1090.80,1437.08,90.78,59
SHP0386,Rogers Group,Miami,FL,Gulfport,MS,7/2/2025,7/2/2025,1201,Flatbed,On Time,2135.95,2856.29,199.27,53
SHP0387,Oneal Inc,Gulfport,MS,Greensboro,NC,7/16/2025,7/16/2025,1827,Refrigerated,On Time,2707.55,3370.16,296.28,146
SHP0388,Moore-Aguilar,Houston,TX,Hattiesburg,MS,5/23/2025,5/23/2025,371,Flatbed,Delayed,529.05,688.68,53.34,46
SHP0389,Gomez-Walton,Nashville,TN,Gulfport,MS,8/9/2025,8/9/2025,1953,Flatbed,On Time,3249.86,3825.38,342.74,184
SHP0390,Newman-Stark,Fayetteville,AR,Baton Rouge,LA,3/20/2025,3/20/2025,1684,Flatbed,Delayed,2838.62,3402.23,244.01,175
SHP0391,Bradley Inc,Houston,TX,Shreveport,LA,3/9/2025,3/9/2025,306,Flatbed,Delayed,511.91,703.92,53.93,19
SHP0392,Young-Morgan,Raleigh,NC,Tampa,FL,6/21/2025,6/22/2025,532,Dry Van,On Time,956.05,1271.09,89.17,61
SHP0393,Vazquez-Fuller,Savannah,GA,Tampa,FL,2/16/2025,2/16/2025,1925,Flatbed,On Time,2560.20,3057.28,285.97,275
SHP0394,"Chavez, Johnson and Hernandez",Miami,FL,Jackson,MS,6/11/2025,6/11/2025,1155,Dry Van,On Time,1423.52,1830.77,197.59,57
SHP0395,"Schmitt, Petty and Tucker",Gulfport,MS,Little Rock,AR,3/26/2025,3/26/2025,671,Refrigerated,Cancelled,967.84,1126.90,108.58,19
SHP0396,Mayo PLC,New Orleans,LA,Miami,FL,5/25/2025,5/25/2025,1218,Flatbed,On Time,1798.86,2412.48,164.51,172
SHP0397,Lee-Giles,Raleigh,NC,Orlando,FL,3/26/2025,3/28/2025,1008,Refrigerated,On Time,1754.05,2085.14,162.70,71
SHP0398,Nichols-Ramsey,Atlanta,GA,Montgomery,AL,3/28/2025,3/28/2025,834,Dry Van,Delayed,1373.94,1609.05,117.56,33
SHP0399,Graves-Wilson,Raleigh,NC,Savannah,GA,7/10/2025,7/10/2025,334,Dry Van,On Time,464.93,549.58,56.42,12
SHP0400,"Hunter, Martin and Morgan",Little Rock,AR,Baton Rouge,LA,6/20/2025,6/20/2025,1772,Refrigerated,On Time,2252.23,2695.83,264.14,157
SHP0401,Salazar and Sons,Memphis,TN,Fayetteville,AR,4/13/2025,4/13/2025,1490,Flatbed,On Time,2020.78,2441.28,249.19,115
SHP0402,Krueger and Sons,Savannah,GA,Jackson,MS,4/12/2025,4/18/2025,1542,Flatbed,On Time,2414.75,3137.85,233.63,107
SHP0403,Thompson Inc,Gulfport,MS,Savannah,GA,7/13/2025,7/13/2025,1704,Dry Van,On Time,2906.04,3754.43,247.78,162
SHP0404,"Hines, Rodriguez and Randolph",Savannah,GA,Charlotte,NC,4/23/2025,4/23/2025,1803,Dry Van,On Time,2870.36,3418.05,250.80,127
SHP0405,Whitaker-Watts,Jackson,MS,Birmingham,AL,7/6/2025,7/6/2025,1804,Dry Van,Cancelled,2878.45,3932.63,311.55,125
SHP0406,Rogers-Reyes,Greenville,SC,Tampa,FL,3/20/2025,3/25/2025,864,Flatbed,On Time,1511.16,1810.45,139.40,98
SHP0407,Williams-Smith,Knoxville,TN,Tampa,FL,3/3/2025,3/3/2025,718,Refrigerated,On Time,1121.78,1512.37,103.63,51
SHP0408,"Bartlett, Thomas and Montoya",Savannah,GA,Memphis,TN,3/10/2025,3/10/2025,738,Refrigerated,On Time,1016.13,1219.63,108.18,19
SHP0409,"Waters, Mosley and Burns",Orlando,FL,New Orleans,LA,4/14/2025,4/14/2025,1971,Flatbed,On Time,3466.96,4466.21,293.48,149
SHP0410,Allen Group,Dallas,TX,Memphis,TN,5/22/2025,5/22/2025,309,Refrigerated,Delayed,503.35,692.37,41.90,30
SHP0411,"Cooper, Schultz and Greer",Greenville,SC,Memphis,TN,3/2/2025,3/2/2025,1944,Dry Van,Delayed,2434.75,3332.06,285.04,237
SHP0412,Gay Group,Augusta,GA,Nashville,TN,2/15/2025,2/15/2025,1045,Refrigerated,On Time,1753.47,2147.85,158.68,102
SHP0413,Woods-Hopkins,Shreveport,LA,Fayetteville,AR,4/19/2025,4/19/2025,1693,Dry Van,On Time,2891.31,3485.93,232.97,124
SHP0414,Brewer-Evans,Charlotte,NC,Nashville,TN,8/10/2025,8/10/2025,1792,Flatbed,On Time,2917.27,3664.76,266.57,74
SHP0415,Martinez Group,Baton Rouge,LA,San Antonio,TX,6/24/2025,6/27/2025,1012,Flatbed,On Time,1307.15,1604.98,139.16,26
SHP0416,"Thomas, Benson and Parsons",Little Rock,AR,Montgomery,AL,7/8/2025,7/13/2025,349,Refrigerated,Delayed,490.31,586.92,52.74,9
SHP0417,Carlson-Gallegos,Miami,FL,Columbia,SC,2/13/2025,2/13/2025,136,Dry Van,On Time,239.69,324.20,19.20,10
SHP0418,"Brown, Reed and Hernandez",Fort Smith,AR,Gulfport,MS,4/20/2025,4/20/2025,1910,Refrigerated,Delayed,2893.17,3739.45,255.62,238
SHP0419,Sanchez-Swanson,Fort Smith,AR,Greensboro,NC,5/11/2025,5/11/2025,1058,Refrigerated,On Time,1699.57,2358.54,183.80,28
SHP0420,Gonzalez-Chan,Baton Rouge,LA,Birmingham,AL,2/27/2025,2/27/2025,698,Flatbed,On Time,1194.57,1465.93,96.74,85
SHP0421,"Howe, Martinez and Johnson",Orlando,FL,New Orleans,LA,3/23/2025,3/23/2025,213,Dry Van,Delayed,304.77,363.39,35.13,18
SHP0422,Howard-Lewis,Nashville,TN,New Orleans,LA,3/29/2025,3/29/2025,1428,Refrigerated,On Time,2043.07,2752.63,203.76,40
SHP0423,"Carr, Holloway and Mcguire",Orlando,FL,Jackson,MS,6/30/2025,6/30/2025,473,Flatbed,Delayed,835.29,1103.47,75.83,46
SHP0424,Mcgrath-Lester,Raleigh,NC,Hattiesburg,MS,3/15/2025,3/15/2025,1968,Dry Van,Delayed,2442.90,2893.00,268.12,127
SHP0425,Martin PLC,Miami,FL,Augusta,GA,4/27/2025,4/27/2025,609,Refrigerated,Delayed,1014.26,1401.26,89.59,76
SHP0426,Foster LLC,Jackson,MS,Fort Smith,AR,3/20/2025,3/20/2025,1817,Refrigerated,Delayed,3120.16,4258.04,322.28,92
SHP0427,"Lopez, Anderson and Spencer",San Antonio,TX,New Orleans,LA,7/21/2025,7/21/2025,486,Flatbed,On Time,683.47,880.36,67.94,34
SHP0428,"James, Dyer and Perry",Raleigh,NC,Greenville,SC,2/21/2025,2/21/2025,1538,Flatbed,On Time,2121.49,2567.61,263.48,162
SHP0429,Mora-Oneal,Memphis,TN,Dallas,TX,2/24/2025,2/24/2025,1969,Flatbed,On Time,3347.92,4537.75,268.00,86
SHP0430,Singleton-Thompson,Charleston,SC,Dallas,TX,3/17/2025,3/17/2025,1896,Flatbed,On Time,2562.82,3538.92,272.90,114
SHP0431,"Logan, Lawrence and Jones",Montgomery,AL,New Orleans,LA,6/11/2025,6/11/2025,1184,Dry Van,On Time,1707.70,2025.44,165.78,63
SHP0432,Lewis Inc,Gulfport,MS,Houston,TX,8/6/2025,8/6/2025,964,Flatbed,On Time,1345.12,1589.95,131.54,94
SHP0433,Haney Ltd,Montgomery,AL,Greensboro,NC,5/20/2025,5/20/2025,827,Flatbed,Delayed,1096.31,1311.10,111.67,34
SHP0434,"Allen, Coleman and Morton",Fort Smith,AR,Nashville,TN,5/2/2025,5/2/2025,1272,Refrigerated,On Time,2279.24,3052.29,184.44,45
SHP0435,Nash-Powell,Greenville,SC,Tampa,FL,7/4/2025,7/4/2025,638,Dry Van,Delayed,949.39,1094.65,100.49,66
SHP0436,Jackson-Solomon,Greensboro,NC,Hattiesburg,MS,7/18/2025,7/18/2025,961,Flatbed,On Time,1652.22,1926.31,158.74,109
SHP0437,"Garcia, Williams and Roberts",Shreveport,LA,Montgomery,AL,3/14/2025,3/14/2025,254,Refrigerated,Delayed,455.42,523.96,37.01,16
SHP0438,Brennan-Burch,Miami,FL,Dallas,TX,5/15/2025,5/15/2025,1845,Dry Van,On Time,2300.37,3154.40,324.37,96
SHP0439,"Rice, Rowe and Bennett",Tampa,FL,Shreveport,LA,7/10/2025,7/10/2025,1786,Flatbed,On Time,2871.29,3735.09,292.65,42
SHP0440,Wallace-Clark,Shreveport,LA,Fort Smith,AR,2/21/2025,2/21/2025,1403,Refrigerated,On Time,2497.80,2903.95,215.66,156
SHP0441,Soto-Clarke,San Antonio,TX,Baton Rouge,LA,7/16/2025,7/16/2025,824,Flatbed,On Time,1478.81,1891.19,114.40,42
SHP0442,Skinner LLC,Miami,FL,Little Rock,AR,5/10/2025,5/10/2025,621,Dry Van,On Time,980.58,1257.29,95.43,65
SHP0443,"Leonard, Miller and Knox",Mobile,AL,Orlando,FL,5/1/2025,5/1/2025,140,Dry Van,On Time,216.68,261.25,21.17,17
SHP0444,"Myers, Mitchell and Robinson",Memphis,TN,Baton Rouge,LA,5/25/2025,5/25/2025,185,Dry Van,On Time,295.64,395.60,29.96,21
SHP0445,Hawkins Group,San Antonio,TX,Memphis,TN,2/21/2025,2/21/2025,568,Refrigerated,Delayed,767.23,1069.64,82.52,52
SHP0446,"Callahan, Rodriguez and Hernandez",Mobile,AL,Augusta,GA,2/19/2025,2/19/2025,1589,Refrigerated,On Time,1923.33,2489.31,286.26,228
SHP0447,"Johnson, Cook and Edwards",Fayetteville,AR,Baton Rouge,LA,3/19/2025,3/19/2025,1890,Refrigerated,On Time,2832.54,3837.68,276.14,57
SHP0448,Thompson Ltd,Orlando,FL,Savannah,GA,7/14/2025,7/14/2025,462,Refrigerated,On Time,652.92,785.68,83.21,55
SHP0449,"White, Rodriguez and Smith",Greensboro,NC,Miami,FL,3/16/2025,3/16/2025,993,Flatbed,On Time,1256.99,1682.08,174.83,36
SHP0450,Lyons Group,Little Rock,AR,Baton Rouge,LA,2/26/2025,3/1/2025,1578,Flatbed,On Time,2650.14,3058.26,217.75,140
SHP0451,"Williams, Powell and Campbell",Tampa,FL,Houston,TX,2/20/2025,2/20/2025,399,Refrigerated,On Time,526.45,614.55,55.29,22
SHP0452,Ali Inc,Atlanta,GA,Greenville,SC,7/13/2025,7/13/2025,286,Dry Van,On Time,510.02,689.83,48.57,9
SHP0453,"Ramos, Thompson and Thompson",Columbia,SC,Miami,FL,8/7/2025,8/7/2025,498,Refrigerated,On Time,661.76,803.03,80.21,72
SHP0454,"Petty, Martin and Jenkins",Charleston,SC,Nashville,TN,4/30/2025,4/30/2025,402,Flatbed,On Time,501.74,638.62,64.15,45
SHP0455,"Pace, Yang and Oliver",Orlando,FL,San Antonio,TX,4/9/2025,4/9/2025,623,Refrigerated,On Time,935.87,1203.90,90.53,13
SHP0456,Melton and Sons,Memphis,TN,Atlanta,GA,3/26/2025,3/29/2025,1399,Flatbed,On Time,1900.40,2196.23,250.90,137
SHP0457,Brooks and Sons,Tampa,FL,Mobile,AL,5/15/2025,5/15/2025,139,Refrigerated,On Time,211.41,275.81,22.74,15
SHP0458,"Smith, Morris and Myers",San Antonio,TX,Baton Rouge,LA,3/3/2025,3/3/2025,432,Flatbed,On Time,662.81,819.30,74.82,11
SHP0459,White PLC,Birmingham,AL,Charlotte,NC,5/12/2025,5/12/2025,1669,Refrigerated,Delayed,2908.89,3532.83,265.66,82
SHP0460,"Turner, Mitchell and Rodriguez",Fayetteville,AR,Greenville,SC,5/27/2025,5/27/2025,130,Refrigerated,Delayed,174.80,217.81,22.35,10
SHP0461,Dawson Inc,Birmingham,AL,Charleston,SC,5/18/2025,5/18/2025,1278,Refrigerated,On Time,1805.45,2175.90,199.98,165
SHP0462,"Villarreal, Wise and Joseph",Nashville,TN,Columbia,SC,6/17/2025,6/17/2025,1828,Flatbed,On Time,2626.83,3588.11,304.60,136
SHP0463,"Day, Roy and Walsh",New Orleans,LA,Miami,FL,5/3/2025,5/3/2025,1037,Dry Van,On Time,1422.35,1692.70,154.01,53
SHP0464,"White, Blake and Wilson",Hattiesburg,MS,Birmingham,AL,7/4/2025,7/4/2025,1159,Dry Van,On Time,1800.87,2329.40,160.75,93
SHP0465,James and Sons,Memphis,TN,Hattiesburg,MS,5/23/2025,5/26/2025,751,Flatbed,On Time,989.13,1233.31,101.03,88
SHP0466,Hull PLC,Birmingham,AL,Memphis,TN,4/29/2025,4/29/2025,1565,Flatbed,On Time,2224.39,2726.75,228.75,96
SHP0467,"Nguyen, Burns and George",Birmingham,AL,Savannah,GA,6/19/2025,6/19/2025,633,Flatbed,On Time,884.86,1160.79,96.11,13
SHP0468,Hayden Ltd,Augusta,GA,Hattiesburg,MS,7/26/2025,7/30/2025,1844,Flatbed,On Time,2589.04,3583.29,258.57,58
SHP0469,"Clark, Huff and Lee",New Orleans,LA,Charleston,SC,2/22/2025,2/22/2025,1256,Refrigerated,Cancelled,2134.60,2829.66,222.47,67
SHP0470,Merritt Group,Augusta,GA,Little Rock,AR,5/2/2025,5/5/2025,177,Flatbed,On Time,234.31,279.33,29.57,24
SHP0471,Watts-Reid,Mobile,AL,Tampa,FL,7/1/2025,7/1/2025,1580,Dry Van,Delayed,1975.42,2288.58,231.70,64
SHP0472,Mills Group,Baton Rouge,LA,Jackson,MS,5/22/2025,5/22/2025,1602,Flatbed,On Time,2564.06,3224.58,246.92,178
SHP0473,Booker-Payne,Knoxville,TN,Columbia,SC,2/21/2025,2/21/2025,757,Flatbed,On Time,992.85,1189.51,111.22,30
SHP0474,"Burgess, Robinson and Keller",Greensboro,NC,Greenville,SC,3/28/2025,3/28/2025,1885,Dry Van,Delayed,3146.59,3833.73,283.31,248
SHP0475,Smith-Ruiz,Raleigh,NC,Columbia,SC,5/20/2025,5/20/2025,933,Dry Van,On Time,1418.14,1864.74,128.43,29
SHP0476,Baker-White,Charleston,SC,Jackson,MS,7/5/2025,7/5/2025,1101,Refrigerated,On Time,1558.88,1973.46,150.21,77
SHP0477,"Lawson, Sexton and Ramirez",Savannah,GA,San Antonio,TX,6/18/2025,6/18/2025,717,Dry Van,On Time,1186.52,1506.27,104.77,88
SHP0478,Kaiser PLC,Gulfport,MS,Nashville,TN,3/27/2025,3/27/2025,953,Dry Van,Cancelled,1564.30,1973.37,132.00,103
SHP0479,Myers-Clark,New Orleans,LA,Fort Smith,AR,4/8/2025,4/8/2025,380,Dry Van,On Time,469.09,654.31,52.64,53
SHP0480,Williams Ltd,Savannah,GA,Charlotte,NC,5/1/2025,5/1/2025,1912,Dry Van,On Time,2720.40,3497.63,301.50,120
SHP0481,Vega-Berry,Miami,FL,New Orleans,LA,6/4/2025,6/4/2025,577,Refrigerated,On Time,958.12,1135.89,81.50,34
SHP0482,Reynolds Ltd,Savannah,GA,Dallas,TX,6/14/2025,6/14/2025,371,Refrigerated,Delayed,582.61,723.38,61.42,47
SHP0483,"Leach, Dodson and Perez",Greenville,SC,Hattiesburg,MS,5/4/2025,5/4/2025,715,Dry Van,Delayed,1016.77,1335.92,107.57,103
SHP0484,Hanna-Moss,Jackson,MS,San Antonio,TX,2/23/2025,2/23/2025,164,Dry Van,On Time,272.70,368.38,25.16,22
SHP0485,"Ortiz, Bartlett and Barrett",Hattiesburg,MS,Columbia,SC,3/19/2025,3/24/2025,826,Dry Van,On Time,1373.98,1778.93,113.70,120
SHP0486,Espinoza-Martin,Montgomery,AL,Jackson,MS,4/17/2025,4/17/2025,302,Refrigerated,On Time,435.32,552.85,53.78,41
SHP0487,"Brown, Woodward and Davidson",Augusta,GA,Houston,TX,6/6/2025,6/8/2025,1806,Dry Van,On Time,3059.57,4087.80,273.27,154
SHP0488,Rodriguez-Morris,Augusta,GA,Montgomery,AL,3/13/2025,3/13/2025,179,Refrigerated,Delayed,220.50,272.42,29.55,21
SHP0489,Phillips PLC,Fort Smith,AR,Shreveport,LA,8/5/2025,8/5/2025,949,Flatbed,On Time,1559.08,1959.57,146.65,55
SHP0490,Salazar LLC,Hattiesburg,MS,Greenville,SC,7/5/2025,7/5/2025,315,Refrigerated,Cancelled,493.46,625.89,48.65,35
SHP0491,Jarvis PLC,Columbia,SC,Tampa,FL,3/18/2025,3/23/2025,205,Dry Van,Cancelled,327.70,444.62,28.03,28
SHP0492,"Cohen, Oliver and Villegas",Hattiesburg,MS,Greenville,SC,3/15/2025,3/15/2025,415,Dry Van,Delayed,558.41,749.47,55.65,37
SHP0493,Robertson PLC,San Antonio,TX,Gulfport,MS,5/13/2025,5/13/2025,1951,Flatbed,On Time,3235.40,4192.55,327.96,87
SHP0494,"Wood, Gibbs and Frazier",Memphis,TN,Raleigh,NC,5/14/2025,5/14/2025,1162,Dry Van,On Time,1772.43,2135.28,190.70,114
SHP0495,"Tate, Boone and Sutton",New Orleans,LA,Mobile,AL,6/15/2025,6/15/2025,515,Dry Van,Cancelled,627.19,828.77,85.90,15
SHP0496,Castro-Hoover,Little Rock,AR,Tampa,FL,3/11/2025,3/11/2025,547,Dry Van,On Time,980.59,1278.81,93.62,57
SHP0497,Guerrero-Avery,Fayetteville,AR,Jackson,MS,3/1/2025,3/1/2025,1087,Refrigerated,On Time,1904.92,2286.52,184.19,162
SHP0498,Hall Group,Raleigh,NC,Shreveport,LA,6/26/2025,6/26/2025,763,Dry Van,On Time,1337.63,1545.74,133.24,22
SHP0499,"Schroeder, Hodges and Cole",Tampa,FL,Montgomery,AL,5/9/2025,5/9/2025,115,Flatbed,Delayed,196.16,225.87,19.73,3
SHP0500,"Delacruz, Wood and Smith",Columbia,SC,Dallas,TX,3/19/2025,3/19/2025,861,Dry Van,Cancelled,1404.11,1842.48,135.05,68
SHP0501,Johnson-Stevenson,Jackson,MS,San Antonio,TX,5/6/2025,5/6/2025,599,Refrigerated,On Time,839.28,1117.27,100.22,20
SHP0502,Harris-Johnson,Tampa,FL,Fayetteville,AR,5/14/2025,5/14/2025,729,Dry Van,Cancelled,1295.31,1599.91,130.71,58
SHP0503,Johnson and Sons,New Orleans,LA,Gulfport,MS,3/23/2025,3/23/2025,1695,Dry Van,Delayed,2345.62,3205.59,248.87,165
SHP0504,Lopez-Medina,Atlanta,GA,Memphis,TN,6/28/2025,6/28/2025,141,Refrigerated,Delayed,212.52,246.06,19.32,21
SHP0505,"Wright, Mccarthy and Padilla",Gulfport,MS,Columbia,SC,6/13/2025,6/13/2025,1644,Flatbed,On Time,2339.12,3171.78,221.86,152
SHP0506,Gutierrez-Parker,Charleston,SC,Fort Smith,AR,2/24/2025,2/24/2025,354,Flatbed,On Time,432.65,595.17,52.28,32
SHP0507,Mcmahon and Sons,Orlando,FL,Fort Smith,AR,5/24/2025,5/24/2025,569,Refrigerated,On Time,981.49,1321.24,86.98,23
SHP0508,"Dunn, Tate and Orr",Mobile,AL,Charleston,SC,5/12/2025,5/16/2025,253,Refrigerated,Delayed,396.88,490.37,39.43,35
SHP0509,Sampson-Liu,Atlanta,GA,Houston,TX,2/13/2025,2/16/2025,1792,Refrigerated,Delayed,2805.81,3722.58,247.23,246
SHP0510,"Reid, Rodriguez and Rivera",Greenville,SC,Gulfport,MS,3/24/2025,3/24/2025,1480,Dry Van,On Time,2481.91,2944.52,259.57,219
SHP0511,Vargas LLC,New Orleans,LA,Savannah,GA,3/27/2025,3/27/2025,204,Refrigerated,Delayed,283.63,387.66,32.48,27
SHP0512,Abbott-Dawson,Houston,TX,Nashville,TN,6/15/2025,6/19/2025,821,Flatbed,Delayed,1446.15,1739.57,135.01,19
SHP0513,Bowen-Swanson,San Antonio,TX,Greenville,SC,4/1/2025,4/1/2025,1871,Flatbed,On Time,3101.48,3804.54,291.86,103
SHP0514,Carter-Myers,Nashville,TN,Baton Rouge,LA,7/31/2025,7/31/2025,679,Flatbed,Delayed,1134.04,1550.03,94.38,40
SHP0515,Brown PLC,Columbia,SC,San Antonio,TX,8/7/2025,8/7/2025,1324,Refrigerated,On Time,2103.13,2820.76,211.72,137
SHP0516,Smith and Sons,Dallas,TX,Gulfport,MS,6/26/2025,6/29/2025,612,Refrigerated,On Time,988.33,1208.40,86.16,57
SHP0517,Hill Ltd,Charleston,SC,Hattiesburg,MS,3/25/2025,3/25/2025,709,Dry Van,On Time,1131.68,1484.81,127.67,89
SHP0518,Gonzalez Inc,Jackson,MS,Montgomery,AL,4/25/2025,4/25/2025,250,Dry Van,On Time,366.67,445.45,37.87,25
SHP0519,"Peterson, Snyder and Torres",Mobile,AL,Shreveport,LA,6/26/2025,6/26/2025,1963,Dry Van,Delayed,2953.02,3511.53,340.45,241
SHP0520,"Sanchez, Foster and Martinez",Savannah,GA,Columbia,SC,5/9/2025,5/9/2025,1167,Refrigerated,Delayed,1885.65,2265.40,163.93,167
SHP0521,"Ellis, Myers and Cummings",Baton Rouge,LA,Gulfport,MS,3/11/2025,3/11/2025,1708,Dry Van,On Time,2104.76,2464.92,254.34,41
SHP0522,Austin and Sons,Columbia,SC,Atlanta,GA,5/30/2025,5/30/2025,1966,Refrigerated,On Time,2955.88,4115.64,287.05,139
SHP0523,Todd Group,Columbia,SC,Greensboro,NC,8/2/2025,8/2/2025,138,Refrigerated,On Time,180.33,227.18,20.81,16
SHP0524,Graham and Sons,Tampa,FL,Little Rock,AR,4/5/2025,4/5/2025,1632,Dry Van,On Time,2105.47,2525.77,270.80,133
SHP0525,Murray and Sons,Mobile,AL,Knoxville,TN,6/26/2025,6/26/2025,1184,Flatbed,Cancelled,1487.02,2071.59,170.13,137
SHP0526,"Gibson, Obrien and Moss",Knoxville,TN,Atlanta,GA,7/21/2025,7/21/2025,105,Refrigerated,Delayed,141.40,172.94,16.95,6
SHP0527,"Wilson, Davis and Boyle",Birmingham,AL,Jackson,MS,6/2/2025,6/2/2025,864,Flatbed,On Time,1405.46,1723.01,139.61,53
SHP0528,"Mcbride, Johnson and Walker",Augusta,GA,New Orleans,LA,2/26/2025,2/26/2025,1625,Flatbed,On Time,2652.81,3261.46,277.32,61
SHP0529,Oneill-Perry,Jackson,MS,Dallas,TX,6/1/2025,6/1/2025,848,Dry Van,On Time,1140.04,1427.79,131.99,96
SHP0530,Russell-Ramos,Raleigh,NC,Charleston,SC,7/28/2025,7/28/2025,1588,Flatbed,On Time,2536.37,3165.52,242.52,216
SHP0531,"Mccormick, Thompson and Jackson",Jackson,MS,Augusta,GA,2/13/2025,2/13/2025,1053,Dry Van,On Time,1848.98,2467.26,158.71,119
SHP0532,Thompson Ltd,Memphis,TN,Greensboro,NC,5/12/2025,5/16/2025,1391,Dry Van,On Time,2490.05,3202.91,200.01,33
SHP0533,Harrison Group,Memphis,TN,Gulfport,MS,6/8/2025,6/8/2025,840,Refrigerated,On Time,1364.27,1607.83,139.39,48
SHP0534,"Hart, Rios and Miller",Montgomery,AL,Miami,FL,6/1/2025,6/1/2025,877,Refrigerated,On Time,1264.59,1746.79,121.86,58
SHP0535,Hopkins-Mercer,Orlando,FL,Gulfport,MS,4/24/2025,4/24/2025,1478,Refrigerated,On Time,1850.04,2290.29,258.20,194
SHP0536,"Jones, Hernandez and Williams",Montgomery,AL,Atlanta,GA,6/20/2025,6/20/2025,687,Dry Van,On Time,1182.95,1522.88,100.67,33
SHP0537,"Walton, Davis and Kaiser",Orlando,FL,Mobile,AL,6/29/2025,6/29/2025,1147,Dry Van,On Time,1653.63,2087.01,171.87,92
SHP0538,"Jones, Woodward and Richardson",New Orleans,LA,Nashville,TN,4/15/2025,4/15/2025,1071,Flatbed,Delayed,1625.84,2263.84,168.43,111
SHP0539,"Russell, Murphy and Pratt",Miami,FL,Hattiesburg,MS,2/17/2025,2/17/2025,432,Dry Van,On Time,639.70,825.23,73.11,51
